-1.53,-7.51,5.98,-1.38,-7.81,5.36,-1.23,-7.81,5.82,-1.53,-8.12,5.67,-1.69,-8.12,4.44,-1.84,-7.66,5.06,-2.30,-7.66,5.06,-1.69,-7.97,4.90,-1.99,-7.97,4.60,-2.15,-7.97,4.60,Inattentive
-1.38,-7.81,5.36,-1.23,-7.81,5.82,-1.53,-8.12,5.67,-1.69,-8.12,4.44,-1.84,-7.66,5.06,-2.30,-7.66,5.06,-1.69,-7.97,4.90,-1.99,-7.97,4.60,-2.15,-7.97,4.60,-1.53,-7.97,5.06,Inattentive
-1.84,-7.81,5.21,-1.69,-7.97,5.36,-1.69,-7.97,5.21,-1.69,-7.66,5.21,-1.53,-7.66,5.21,-1.84,-7.66,5.21,-1.69,-7.66,5.36,-1.69,-8.12,5.06,-1.99,-7.20,5.98,-1.38,-8.12,5.67,Inattentive
-3.37,-7.05,6.59,-3.68,-7.20,5.98,-2.30,-6.44,6.59,-2.45,-6.28,7.05,-2.60,-6.28,6.74,-2.60,-6.44,6.59,-2.76,-6.13,6.59,-5.52,-3.98,4.29,-2.76,-6.59,6.13,-2.76,-5.98,7.05,Inattentive
-5.52,-3.98,4.29,-2.76,-6.59,6.13,-2.76,-5.98,7.05,-3.06,-9.50,7.51,-2.76,-6.74,6.74,-2.91,-6.44,6.59,-2.45,-6.28,6.59,-2.91,-6.44,6.59,-2.91,-6.28,6.59,-2.91,-5.98,7.05,Inattentive
-4.29,-4.60,7.97,-3.98,-4.75,7.05,-4.14,-4.44,7.51,-4.14,-4.75,7.05,-3.98,-4.90,7.35,-4.14,-5.06,7.35,-4.14,-4.75,7.51,-4.29,-4.60,7.20,-4.29,-4.60,7.35,-4.44,-4.75,6.90,Inattentive
-1.69,-6.28,7.51,-1.69,-5.52,7.97,-1.84,-6.13,7.51,-1.69,-6.13,7.51,-1.53,-6.59,7.05,-1.69,-6.59,7.05,-1.38,-6.44,7.05,-1.38,-6.44,7.20,-1.53,-6.59,7.05,-1.69,-6.90,6.90,Inattentive
-1.69,-6.59,7.05,-1.38,-6.44,7.05,-1.38,-6.44,7.20,-1.53,-6.59,7.05,-1.69,-6.90,6.90,-1.69,-6.13,7.35,-1.84,-10.57,9.65,-1.38,-6.44,7.20,-1.84,-6.74,7.35,-1.69,-6.28,7.20,Inattentive
1.07,-10.11,4.75,0.77,-7.97,4.29,1.84,-9.35,4.14,0.92,-8.12,4.14,0.61,-8.43,4.29,0.77,-8.12,4.29,0.77,-8.58,4.14,0.92,-8.89,4.14,0.92,-9.19,4.14,0.61,-9.19,4.14,Inattentive
-2.30,-7.35,5.98,-2.30,-7.35,5.82,-2.45,-7.66,5.82,-2.45,-7.51,5.52,-1.99,-7.66,5.82,-1.99,-7.51,5.98,-2.60,-7.51,5.36,-2.60,-7.20,5.67,-2.76,-7.66,5.52,-2.45,-5.67,4.29,Inattentive
-2.45,-7.35,5.67,-2.76,-7.35,5.52,-2.60,-7.35,5.52,-2.60,-7.05,5.52,-2.76,-7.35,5.52,-2.60,-7.35,5.52,-2.60,-7.35,5.52,-2.45,-7.20,5.67,-1.99,-8.12,6.13,-2.45,-7.51,5.36,Inattentive
-5.06,-7.35,0.46,-5.36,-8.12,0.00,-3.83,-9.04,-0.15,-3.37,-6.74,0.61,-5.06,-7.66,0.92,-5.06,-7.66,0.31,-5.06,-7.66,0.46,-4.90,-7.51,0.31,-4.75,-7.66,0.92,-4.90,-7.81,0.31,Inattentive
-5.36,-4.60,-2.76,-5.06,-7.97,0.61,-5.21,-7.66,0.61,-4.90,-7.81,0.46,-4.90,-7.51,0.46,-5.21,-7.66,0.46,-4.75,-7.66,0.15,-5.06,-7.66,0.61,-5.06,-7.66,0.31,-4.90,-7.66,0.15,Inattentive
0.46,-8.43,3.83,-0.15,-8.12,4.90,1.53,-7.35,5.21,-0.46,-9.04,4.44,-0.31,-8.12,4.44,0.00,-8.12,4.90,-0.31,-7.97,4.90,-1.07,-6.74,7.51,-0.61,-7.81,5.06,-0.15,-6.90,5.21,Inattentive
-0.77,-8.73,4.75,-0.31,-8.27,4.90,-0.15,-8.43,5.21,0.46,-8.12,4.60,0.46,-8.27,4.29,0.15,-8.27,4.60,0.61,-9.04,4.29,-0.31,-7.66,5.21,-0.15,-8.73,4.44,-1.07,-4.44,0.46,Inattentive
0.92,-9.19,-0.31,-1.69,-8.43,-0.77,-0.31,-9.04,0.46,1.23,-9.65,-0.31,-0.31,-8.58,-0.31,1.69,-9.81,-0.31,0.77,-9.96,-0.46,-0.15,-9.96,0.00,-2.60,-9.65,-0.77,0.61,-10.73,2.76,Inattentive
0.92,-9.19,-0.31,-1.69,-8.43,-0.77,-0.31,-9.04,0.46,1.23,-9.65,-0.31,-0.31,-8.58,-0.31,1.69,-9.81,-0.31,0.77,-9.96,-0.46,-0.15,-9.96,0.00,-2.60,-9.65,-0.77,0.61,-10.73,2.76,Inattentive
0.92,-9.19,-0.31,-1.69,-8.43,-0.77,-0.31,-9.04,0.46,1.23,-9.65,-0.31,-0.31,-8.58,-0.31,1.69,-9.81,-0.31,0.77,-9.96,-0.46,-0.15,-9.96,0.00,-2.60,-9.65,-0.77,0.61,-10.73,2.76,Inattentive
0.92,-9.19,-0.31,-1.69,-8.43,-0.77,-0.31,-9.04,0.46,1.23,-9.65,-0.31,-0.31,-8.58,-0.31,1.69,-9.81,-0.31,0.77,-9.96,-0.46,-0.15,-9.96,0.00,-2.60,-9.65,-0.77,0.61,-10.73,2.76,Inattentive
